Brand,Product,Gender,Product_Type,Price,Sold,Available,Revenue_Potential,Demand_Score,Price_Category,Market_Segment,Sales_Performance,Brand_Popularity,Country,Inventory_Status,Stock_Turnover,Revenue_Rank
Britney Spears,Curious By Britney Spears Mini EDP Splash Perfume 0.16 oz new no box,Women,EDP,10.99,6.0,8.0,65.94,7.497,Budget,Mass Market,Low Seller,Low,United States,Medium Stock,Slow,Others
Giorgio Armani,Giorgio Armani Acqua Di Gio 6.7 oz / 200 ml Men's Eau de Toilette Spray,Men,Eau De Toilette,48.95,969.0,10.0,47432.55,692.9849999999999,Mid-Range,Premium,High Seller,High,United States,Medium Stock,Fast,Top 10%
Avon,Avon FULLSPEED / RPM Eau de Toilette  Spray 2.5 fl.oz / 75 ml,Men,Eau De Toilette,19.99,26.0,10.0,519.74,24.197,Budget,Mass Market,Medium Seller,Medium,Poland,Medium Stock,Moderate,Others
Jo Malone,Jo Malone Tuberose Angelica Cologne Intense Women's Eau de 3.4 fl oz/100ml,Women,Cologne,86.99,7.0,3.0,608.93,30.996999999999996,Luxury,Luxury,Low Seller,High,United States,Low Stock,Slow,Others
Yves de Sistelle,THALLIUM by YVES DE SISTELLE Men Cologne 3.3 oz edt 3.4 New in Box,Men,EDT,19.75,7253.0,82.0,143246.75,5083.025,Budget,Mass Market,High Seller,Low,United States,High Stock,Fast,Top 10%
Old Spice,"Old Spice Cologne Spray for Men,Classic Scent,4.25 fl oz Free Shipping Pack Of 2",Men,Cologne,19.99,132.0,2.0,2638.68,98.39699999999999,Budget,Mass Market,High Seller,Low,United States,Low Stock,Fast,Others
AERIN,"Aerin Mediterranean Honeysuckle Tiare Summer Edition Sample Spray .05oz, 1.5ml",Women,Unknown,11.89,16.0,5.0,190.24,14.767,Budget,Mass Market,Low Seller,Low,United States,Medium Stock,Moderate,Others
Calvin Klein,Ck One by Calvin Klein Cologne Perfume Unisex 3.4 oz New In Box FAST SHIPPING,Men,Cologne,21.27,112.0,10.0,2382.24,84.78099999999999,Budget,Mass Market,High Seller,High,United States,Medium Stock,Fast,Others
Carolina Herrera,Good Girl BLUSH by Carolina Herrera 2.7 oz.EDP Spray for Women New in Sealed Box,Women,EDP,119.99,141.0,10.0,16918.59,134.697,Luxury,Luxury,High Seller,High,United States,Medium Stock,Fast,Top 25%
Yves Saint Laurent,Yves Saint Laurent Black Opium Eau De Parfum 3 oz/ 90 ml for Women,Women,Parfum,38.68,14.0,10.0,541.52,21.403999999999996,Mid-Range,Premium,Low Seller,High,United States,Medium Stock,Slow,Others
Yves Saint Laurent,LA NUIT DE L'HOMME by Yves Saint Laurent cologne EDT 3.3 / 3.4 oz New in Box,Men,EDT,70.66,720.0,199.0,50875.2,525.198,Mid-Range,Premium,High Seller,High,United States,High Stock,Moderate,Top 10%
Kilian,Good Girl Gone Bad by Kilian 1.7 oz / 50 ml Eau De Parfum Spray - New,Women,Parfum,100.99,48.0,0.0,4847.5199999999995,63.89699999999999,Luxury,Luxury,Medium Seller,Medium,United States,Low Stock,Fast,Others
TF,Lost Cherry Eau de Parfum 3.4 oz / 100ml For Women & Men,Women,Parfum,69.99,7.0,4.0,489.92999999999995,25.896999999999995,Mid-Range,Premium,Low Seller,Low,Hong Kong,Low Stock,Slow,Others
Marc Jacobs,Daisy Eau So Fresh by Marc Jacobs for Women EDT Spray 4.2 oz / 125 ml New In Box,Women,EDT,30.79,493.0,3.0,15179.47,354.337,Mid-Range,Premium,High Seller,Medium,United States,Low Stock,Fast,Top 25%
Armaf,Armaf Men's Ventana Marine EDP Spray 3.4 oz Fragrances 6294015175417,Men,EDP,24.43,110.0,0.0,2687.3,84.329,Budget,Mass Market,High Seller,High,United States,Low Stock,Fast,Others
Versace,Versace Eros by Gianni Versace 3.4oz EDT Cologne for Men 100ml New in Box,Men,EDT,35.99,43.0,2.0,1547.5700000000002,40.897,Mid-Range,Premium,Medium Seller,High,United States,Low Stock,Fast,Others
Polo Ralph Lauren,POLO RED BY RALPH LAUREN 6.7 FL OZ / 200 ML EAU DE TOILETTE SPRAY NEW & SEALED,Men,Eau De Toilette,41.99,38.0,2.0,1595.6200000000001,39.196999999999996,Mid-Range,Premium,Medium Seller,Medium,United States,Low Stock,Fast,Others
Milestone Perfumes,Intimation By Milestone Eau de Parfum 3.4 oz Men,Men,Parfum,34.99,4.0,8.0,139.96,13.297,Mid-Range,Premium,Low Seller,Low,United States,Medium Stock,Slow,Others
Ralph Lauren,Polo Sport by Ralph Lauren 4.2 oz EDT Cologne for Men New In Box,Men,EDT,32.98,507.0,10.0,16720.859999999997,364.794,Mid-Range,Premium,High Seller,High,United States,Medium Stock,Fast,Top 25%
Lancôme,"La Vie Est Belle by Lancome 3.4 Oz – Women's L'eau De Parfum, Sealed Freshness",Women,Parfum,49.99,127.0,5.0,6348.7300000000005,103.89699999999999,Mid-Range,Premium,High Seller,High,United States,Medium Stock,Fast,Others
AS SHOWN,Silver Mountain Water Eau De Parfum 3.3 / 3.4 OZ 100 ML Spray For men New In Box,Men,Parfum,126.99,32.0,0.0,4063.68,60.49699999999999,Luxury,Luxury,Medium Seller,Medium,Hong Kong,Low Stock,Fast,Others
Lancôme,Idole by Lancome perfume for women EDP 1.7 oz New 50 ml,Women,EDP,36.99,66.0,8.0,2441.34,57.297,Mid-Range,Premium,Medium Seller,High,United States,Medium Stock,Fast,Others
PRADA,Prada Candy by Prada 2.7oz / 80ml Eau De Parfum Brand New Sealed in Box,Women,Parfum,48.99,37.0,8.0,1812.63,40.596999999999994,Mid-Range,Premium,Medium Seller,Medium,United States,Medium Stock,Moderate,Others
Elizabeth Arden,Classic Red Door Elizabeth Arden Women 3.3 3.4 oz 100 ml Edt Spray Same As Photo,Women,EDT,36.94,233.0,7.0,8607.019999999999,174.182,Mid-Range,Premium,High Seller,Medium,United States,Medium Stock,Fast,Others
Versace,Red Jeans by Versus Versace 2.5 oz Perfume for Women New In Box,Women,Unknown,18.81,1960.0,4.0,36867.6,1377.643,Budget,Mass Market,High Seller,High,United States,Low Stock,Fast,Top 25%
Yves Saint Laurent,Libre by Yves Saint Laurent Eau de Parfum Spray 3 fl oz for Women New In Box,Women,Parfum,49.99,25.0,5.0,1249.75,32.497,Mid-Range,Premium,Medium Seller,High,Hong Kong,Medium Stock,Moderate,Others
Clinique,Clinique Aromatics Elixir EDP Spray 1.5 Oz Women Sealed,Women,EDP,24.02,20.0,10.0,480.4,21.206,Budget,Mass Market,Medium Seller,Medium,United States,Medium Stock,Slow,Others
REYANE TRADITION,Insurrection Born To Be a King By Reyane Tradition for Men EDP 3.3 OZ,Men,EDP,85.2,73.0,4.0,6219.6,76.66,Luxury,Luxury,Medium Seller,Low,United States,Low Stock,Fast,Others
Victoria's Secret,Victoria Secret Bombshell Fragrance Mist 250ml-FREE SHIPPING,Women,Unknown,18.04,3.0,10.0,54.12,7.512,Budget,Mass Market,Low Seller,Medium,United States,Medium Stock,Slow,Others
Burberry,Burberry Weekend by Burberry 3.3 / 3.4 oz EDP Perfume for Women New In Box,Women,EDP,34.08,4332.0,0.0,147634.56,3042.624,Mid-Range,Premium,High Seller,High,United States,Low Stock,Fast,Top 10%
Yves Saint Laurent,Mon Paris 3 oz Perfume by Yves Saint Laurent 90 ml Womens Spray EDP New & Sealed,Women,EDP,39.99,126.0,8.0,5038.740000000001,100.19699999999999,Mid-Range,Premium,High Seller,High,United States,Medium Stock,Fast,Others
Davidoff,Davidoff Cool Water Sea Rose Eau De Toilette Spray For Her 100 Ml NEW IN BOX,Women,Eau De Toilette,22.9,291.0,10.0,6663.9,210.57,Budget,Mass Market,High Seller,Medium,United States,Medium Stock,Fast,Others
Parfums de Marly,PDM PARFUMS DE MARLY VALAYA EDP 1.5ml .05fl oz x 1 PERFUME SPRAY SAMPLE,Women,EDP,12.0,29.0,9.0,348.0,23.9,Budget,Mass Market,Medium Seller,Medium,United States,Medium Stock,Moderate,Others
Parfums Gres,Cabotine Gold by Parfums Gres for women EDT 3.3 / 3.4 oz New in Box,Women,EDT,14.45,349.0,9.0,5043.05,248.635,Budget,Mass Market,High Seller,Low,United States,Medium Stock,Fast,Others
Dolce&Gabbana,Light Blue by Dolce & Gabbana for women EDT 3.3 / 3.4 oz SEALED NEW,Women,EDT,28.85,82.0,7.0,2365.7000000000003,66.05499999999999,Budget,Mass Market,Medium Seller,High,United States,Medium Stock,Fast,Others
Sterling,"Club De Nuit Urban Elixir by Armaf, 3.6 oz EDP Spray for Men",Men,EDP,38.98,129.0,10.0,5028.419999999999,101.994,Mid-Range,Premium,High Seller,Low,United States,Medium Stock,Fast,Others
Giorgio Beverly Hills,RED by Giorgio Beverly Hills 3.3 / 3.4 oz EDT For Men New in BOX,Men,EDT,16.04,2817.0,31.0,45184.68,1976.7119999999998,Budget,Mass Market,High Seller,Low,United States,High Stock,Fast,Top 10%
Guy Laroche,DRAKKAR NOIR by Guy Laroche cologne for men EDT 6.7 / 6.8 oz New in Box,Men,EDT,27.59,4972.0,323.0,137177.48,3488.6769999999997,Budget,Mass Market,High Seller,Low,United States,High Stock,Fast,Top 10%
Azzaro,Azzaro The Most Wanted 3.38 oz./100 ml. PARFUM for Men fast shipping,Men,Parfum,87.99,4.0,2.0,351.96,29.197,Luxury,Luxury,Low Seller,Medium,United States,Low Stock,Slow,Others
HERMÈS,Un Jardin Sur Le Nil by Hermes 3.3 / 3.4 oz Perfume for Women Brand New Tester,Women,Unknown,58.08,278.0,10.0,16146.24,212.024,Mid-Range,Premium,High Seller,Medium,United States,Medium Stock,Fast,Top 25%
Lacoste,L'homme Lacoste Intense by Lacoste cologne EDT 3.3 / 3.4 oz New in Box,Men,EDT,32.5,634.0,40.0,20605.0,453.54999999999995,Mid-Range,Premium,High Seller,Low,United States,High Stock,Fast,Top 25%
Versace,Versace Bright Crystal Absolu by Versace 3.0 oz EDP Perfume for Women Tester,Women,EDP,45.98,5166.0,0.0,237532.68,3629.9939999999997,Mid-Range,Premium,High Seller,High,United States,Low Stock,Fast,Top 10%
As Picture Show,Sauvage Eau De Parfum 3.4 oz / 100 ml EDP Spray For Men New In Seald Box,Men,EDP,69.99,44.0,56.0,3079.56,51.797,Mid-Range,Premium,Medium Seller,Low,United States,High Stock,Slow,Others
Salvatore Ferragamo,F Ferragamo Free Time by Salvatore Ferragamo for men EDT 3.3 / 3.4 oz New Tester,Men,EDT,21.0,785.0,4.0,16485.0,555.8,Budget,Mass Market,High Seller,Medium,United States,Low Stock,Fast,Top 25%
Cologne,Dr. Squatch Fireside Bourbon Natural Cologne Made in USA FULL SIZE NEW !,Men,Cologne,41.99,15.0,10.0,629.85,23.097,Mid-Range,Premium,Low Seller,Medium,United States,Medium Stock,Slow,Others
Valentino,Valentino Uomo Cologne by Valentino 3.4oz EDT Eau de Toilette for Men New in Box,Men,EDT,59.99,3.0,2.0,179.97,20.097,Mid-Range,Premium,Low Seller,Medium,Taiwan,Low Stock,Slow,Others
Maison Alhambra,Glacier Le Noir by Maison Alhambra 3.4oz EDP for Men NEW SEALED CAN,Men,EDP,26.5,3.0,0.0,79.5,10.049999999999999,Budget,Mass Market,Low Seller,Medium,United States,Low Stock,Fast,Others
Unbranded,Parfums De-Marly-Haltane Eau de Parfum spray 4.2 oz for Men New in Box,Men,Parfum,85.0,6.0,0.0,510.0,29.7,Luxury,Luxury,Low Seller,High,United States,Low Stock,Fast,Others
Avon,Avon Perceive 3.4oz Men's Eau de Cologne Lot Of 4 Fast- Free Shpping,Men,Cologne,51.49,37.0,10.0,1905.13,41.346999999999994,Mid-Range,Premium,Medium Seller,Medium,United States,Medium Stock,Moderate,Others
Carolina Herrera,"Carolina Herrera's Good Girl 2.7 Oz – Women's EDP, New in Sealed Box",Women,EDP,49.99,179.0,6.0,8948.210000000001,140.297,Mid-Range,Premium,High Seller,High,United States,Medium Stock,Fast,Others
Givenchy,Givenchy Gentleman 3.3oz.Eau de Toilette INTENSE Spray for Men New in Sealed Box,Men,Eau De Toilette,59.0,601.0,10.0,35459.0,438.4,Mid-Range,Premium,High Seller,Medium,United States,Medium Stock,Fast,Top 25%
Polo Ralph Lauren,POLO SPORT Ralph Lauren 4.2 oz Cologne for Men EDT New in Box,Men,EDT,32.97,5023.0,756.0,165608.31,3525.991,Mid-Range,Premium,High Seller,Medium,United States,High Stock,Fast,Top 10%
Maison Alhambra,Tascano Leather by Maison Alhambra for Women 2.7 oz Brand New in Box,Women,Unknown,21.69,3.0,7.0,65.07000000000001,8.607,Budget,Mass Market,Low Seller,Medium,United States,Medium Stock,Slow,Others
Polo Ralph Lauren,Polo 67 Ralph Lauren Eau De Toilette .5 oz. New In Box!,Men,Eau De Toilette,24.5,4.0,2.0,98.0,10.149999999999999,Budget,Mass Market,Low Seller,Medium,United States,Low Stock,Slow,Others
Yves Saint Laurent,Lanuit De Lhomme by Ysl EDT Spray 3.3 oz (100 ml) (m),Men,EDT,69.55,16.0,3.0,1112.8,32.065,Mid-Range,Premium,Low Seller,High,United States,Low Stock,Moderate,Others
Dossier,Dossier Ambery Vanilla Eau de Parfum. Size: 50ml / 1.7oz,Women,Parfum,19.0,10.0,10.0,190.0,12.7,Budget,Mass Market,Low Seller,Medium,United States,Medium Stock,Slow,Others
Bvlgari,NEW Men's EDT Bvlgari Pour Homme Eau De Toilette Spray 3.4 fl oz Sealed in Box,Men,EDT,45.69,31.0,8.0,1416.3899999999999,35.407,Mid-Range,Premium,Medium Seller,Medium,China,Medium Stock,Moderate,Others
Bath & Body Works,MAHOGANY TEAKWOOD Cologne 3.4oz Spray Collection Bath and & Body Works Ne🦋 2024,Men,Cologne,35.68,12.0,9.0,428.15999999999997,19.104,Mid-Range,Premium,Low Seller,Low,United States,Medium Stock,Slow,Others
Maison Alhambra,Delilah Perfumes EDP 3.4oz By Maison Alhambra Lattafa for Woman  Free Shipping,Women,EDP,23.9,2.0,10.0,47.8,8.569999999999999,Budget,Mass Market,Low Seller,Medium,United States,Medium Stock,Slow,Others
Al Rehab,Choco Musk Arabian Perfume Spray- 50ml by Al Rehab by Crown perfumes.,Women,Unknown,9.25,290.0,10.0,2682.5,205.775,Budget,Mass Market,High Seller,Low,United States,Medium Stock,Fast,Others
Jil Sander,Sun by Jil Sander cologne for men EDT 4.2 oz New In Box,Men,EDT,27.84,85.0,0.0,2366.4,67.85199999999999,Budget,Mass Market,Medium Seller,Low,United States,Low Stock,Fast,Others
Ellis Brooklyn,NWB Ellis Brooklyn Miami Nectar Eau de Parfum - Travel Size - Set of 2,Women,Parfum,33.0,0.0,0.0,0.0,9.9,Mid-Range,Premium,Low Seller,Low,United States,Low Stock,Fast,Others
Fragrance Couture,"""La Vida Bella  For Women Eau De Parfum By Fragrance Couture 3.4",Women,Parfum,13.99,34.0,10.0,475.66,27.996999999999996,Budget,Mass Market,Medium Seller,Low,United States,Medium Stock,Moderate,Others
Giorgio Armani,Giorgio Armani My Way Women's Eau de Parfum EDP Travel Splash Mini Sample 0.24oz,Women,EDP,16.99,111.0,10.0,1885.8899999999999,82.79699999999998,Budget,Mass Market,High Seller,High,United States,Medium Stock,Fast,Others
Giorgio Armani,Giorgio Armani Aqua Di Gio Men's 3.4 oz EDT Classic Scent Brand New,Men,EDT,29.99,6.0,9.0,179.94,13.197,Budget,Mass Market,Low Seller,High,United States,Medium Stock,Slow,Others
Maison Alhambra,Maison Alhambra Men's Salvo Intense EDP 3.4 oz Fragrances 6291108733486,Men,EDP,19.73,18.0,3.0,355.14,18.519,Budget,Mass Market,Low Seller,Medium,United States,Low Stock,Moderate,Others
CURVE,Curve Chill by Liz Claiborne Cologne for Men 4.2 oz New In Box,Men,Cologne,16.82,1992.0,4.0,33505.44,1399.446,Budget,Mass Market,High Seller,Low,United States,Low Stock,Fast,Top 25%
Jo Malone,Jo Malone Amber & Patchouli Cologne Intense Spray Women's Eau de 3.4 fl oz/100ml,Women,Cologne,86.99,4.0,6.0,347.96,28.897,Luxury,Luxury,Low Seller,High,United States,Medium Stock,Slow,Others
Viktor & Rolf,Spicebomb Night Vision by Viktor & Rolf cologne men EDT 3 / 3.0 oz New in Box,Men,EDT,68.99,27.0,7.0,1862.7299999999998,39.596999999999994,Mid-Range,Premium,Medium Seller,Medium,United States,Medium Stock,Moderate,Others
GUESS,Guess Girl by Guess 3.4 oz EDT Perfume for Women New In Box,Women,EDT,20.67,5628.0,0.0,116330.76000000001,3945.801,Budget,Mass Market,High Seller,Low,United States,Low Stock,Fast,Top 10%
Lauren Ralph Lauren,Ralph's Club by Ralph Lauren cologne for men EDP 3.3 / 3.4 oz New in Box,Men,EDP,45.7,420.0,102.0,19194.0,307.71,Mid-Range,Premium,High Seller,Low,United States,High Stock,Moderate,Top 25%
As Show,Black Orchid By Tom Ford3.4 oz / 100 ml EDP for Women New in Box Regular Size,Women,EDP,59.99,6.0,5.0,359.94,22.197,Mid-Range,Premium,Low Seller,Medium,Hong Kong,Medium Stock,Slow,Others
Elizabeth Arden,Elizabeth Arden White Tea Fragrance Collection Set for Women - 3Pc Mini Gift Set,Women,Unknown,19.45,2.0,50.0,38.9,7.234999999999999,Budget,Mass Market,Low Seller,Medium,United States,High Stock,Slow,Others
Giorgi^o Armani,Sì Passione by Giorgio Armani For Women 3.4 Oz Eau De Parfum Spray New in Box,Women,Parfum,44.78,11.0,2.0,492.58000000000004,21.134,Mid-Range,Premium,Low Seller,Low,United States,Low Stock,Moderate,Others
Unbranded,SEALED NEW CUPID 2.0 HYPNOSIS MEN’S PHEROMONE COLOGNE 1.7 OZ MEET MORE HOT WOMEN,Men,Cologne,14.99,172.0,10.0,2578.28,124.89699999999999,Budget,Mass Market,High Seller,High,United States,Medium Stock,Fast,Others
Ralph Lauren,Romance by Ralph Lauren 3.4 oz EDP Perfume for Women New In Box,Women,EDP,45.92,3009.0,0.0,138173.28,2120.0759999999996,Mid-Range,Premium,High Seller,High,United States,Low Stock,Fast,Top 10%
Valentino,Valentino Uomo Born In Roma Coral Fantasy 3.4fl.oz 100 ml EDT Cologne New In Box,Men,EDT,89.99,23.0,6.0,2069.77,43.096999999999994,Luxury,Luxury,Medium Seller,Medium,Hong Kong,Medium Stock,Moderate,Others
Paco Rabanne,INVICTUS Paco Rabanne men cologne edt 3.4 oz 3.3 NEW TESTER,Men,EDT,46.0,1207.0,59.0,55522.0,858.6999999999999,Mid-Range,Premium,High Seller,High,United States,High Stock,Fast,Top 10%
Dolce & Gabbana,D&G DOLCE & GABBANA THE ONE FOR MEN EDT INTENSE LUMINOUS .8ml SAMPLES TRY ALL 4,Men,EDT,16.0,41.0,10.0,656.0,33.5,Budget,Mass Market,Medium Seller,Medium,United States,Medium Stock,Moderate,Others
Valentino,VALENTINO DONNA BORN IN ROMA INTENSE 3.4 oz 100ml EAU DE PARFUM SPRAY SEALED,Women,Parfum,100.99,47.0,0.0,4746.53,63.196999999999996,Luxury,Luxury,Medium Seller,Medium,United States,Low Stock,Fast,Others
PRADA,Prada Luna Rossa Black 3.4 oz EDP Cologne for Men New In Box,Men,EDP,90.44,587.0,0.0,53088.28,438.032,Luxury,Luxury,High Seller,Medium,United States,Low Stock,Fast,Top 10%
Vera Wang,Flower Princess by Vera Wang for women EDT 3.3 / 3.4 oz New Tester,Women,EDT,19.54,288.0,19.0,5627.5199999999995,207.462,Budget,Mass Market,High Seller,Low,United States,High Stock,Fast,Others
Jo Malone,"Jo Malone London English Pear & Sweet Pea Cologne, Large Size 3.4oz/100mL,NEW",Women,Cologne,99.0,2.0,2.0,198.0,31.099999999999998,Luxury,Luxury,Low Seller,High,United States,Low Stock,Slow,Others
AXE,Axe Deodorant Body Spray Anarchy For Him Men's Fragrance 150ml -PACK OF 12,Men,Unknown,42.99,26.0,4.0,1117.74,31.097,Mid-Range,Premium,Medium Seller,Low,United States,Low Stock,Fast,Others
Philosophy,Philosophy Pure Grace Eau De Parfum EDP Spray for Women  2 oz NEW SEALED BOX,Women,EDP,38.99,103.0,10.0,4015.9700000000003,83.797,Mid-Range,Premium,High Seller,Low,United States,Medium Stock,Fast,Others
~ DOLCE & GABBANA ~,DOLCE & GABBANA ~ THE ONE EAU DE PARFUM SPRAY For Men 3.3 OZ 100 Ml White Box,Men,Parfum,54.99,22.0,2.0,1209.78,31.897,Mid-Range,Premium,Medium Seller,Low,United States,Low Stock,Fast,Others
Armaf,Club de Nuit Sillage by Armaf 3.6 oz EDP Cologne for Men New In Box,Men,EDP,34.84,4460.0,0.0,155386.40000000002,3132.452,Mid-Range,Premium,High Seller,High,United States,Low Stock,Fast,Top 10%
Lacoste,Lacoste Eau De Toilette L.12.12 Blanc Cologne 3.3 oz/ 100ml for Men,Men,Cologne,36.68,9.0,10.0,330.12,17.304,Mid-Range,Premium,Low Seller,Low,United States,Medium Stock,Slow,Others
Thierry Mugler,Mugler Cologne Come Together by Thierry Mugler 3.3 oz EDT Spray in Sealed Box,Men,EDT,59.99,221.0,10.0,13257.79,172.697,Mid-Range,Premium,High Seller,Medium,United States,Medium Stock,Fast,Top 25%
Nautica,NAUTICA BLUE by Nautica 3.4 oz / 100 ml Eau De Toilette Spray NEW & SEALED,Men,Eau De Toilette,14.99,291.0,3.0,4362.09,208.197,Budget,Mass Market,High Seller,Low,United States,Low Stock,Fast,Others
Givenchy,Givenchy PI by Givenchy Eau de Toilette for Men 3.3 oz / 100 ml *NEW SEALED BOX*,Men,Eau De Toilette,44.99,32.0,10.0,1439.68,35.897,Mid-Range,Premium,Medium Seller,Medium,United States,Medium Stock,Moderate,Others
Rasasi,RASASI DAREEJ 3.4 oz-100 ml Men EDP Spray New & Sealed New sale,Men,EDP,25.99,3.0,10.0,77.97,9.896999999999998,Budget,Mass Market,Low Seller,Medium,United States,Medium Stock,Slow,Others
Parfums Grès,CABOTINE ROSE PARFUMS GRES for Women 3.3 edt 3.4 oz  Spray New in Box,Women,EDT,14.49,506.0,45.0,7331.9400000000005,358.54699999999997,Budget,Mass Market,High Seller,Low,United States,High Stock,Fast,Others
Parfums de Marly,PARFUMS de MARLY DELINA for WOMEN 2.5 oz (75ml) EDP Spray NEW in BOX & SEALED,Women,EDP,150.0,1.0,3.0,150.0,45.7,Luxury,Luxury,Low Seller,Medium,United States,Low Stock,Slow,Others
King,Bharara King Eau De Parfum Men 3.4 Oz,Men,Parfum,74.8,430.0,0.0,32164.0,323.44,Mid-Range,Premium,High Seller,Low,United States,Low Stock,Fast,Top 25%
Yves Saint Laurent,Yves Saint Laurent Y Men's Eau De Parfum Intense 3.4 oz/ 100 ml,Men,Parfum,65.68,11.0,10.0,722.48,27.404,Mid-Range,Premium,Low Seller,High,United States,Medium Stock,Slow,Others
Bvlgari,Bvlgari Le Gemme Tygar 3.4oz Men's Eau de Parfum,Men,Parfum,250.0,0.0,0.0,0.0,75.0,Luxury,Luxury,Low Seller,Medium,United States,Low Stock,Fast,Others
Acqua di Parma,Acqua Di Parma Colonia Collection For Men Sample Spray Vials 5pc Set,Men,Unknown,23.95,78.0,0.0,1868.1,61.785,Budget,Mass Market,Medium Seller,Low,United States,Low Stock,Fast,Others
Dolce&Gabbana,USA K by Dolce & Gabbana cologne for men EDT 3.3 / 3.4 oz in Box New,Men,EDT,36.99,98.0,2.0,3625.02,79.69699999999999,Mid-Range,Premium,Medium Seller,High,United States,Low Stock,Fast,Others
Unbranded,SEALED NEW CUPID HYPNOSIS MEN’S PHEROMONE COLOGNE 1.7 OZ | MEET MORE HOT WOMEN🔥,Men,Cologne,15.99,594.0,10.0,9498.06,420.597,Budget,Mass Market,High Seller,High,United States,Medium Stock,Fast,Top 25%
Jennifer Lopez,Miami Glow by J.LO Jennifer Lopez EDT Perfume for Women 3.4 oz New In Box,Women,EDT,23.68,1576.0,10.0,37319.68,1110.3039999999999,Budget,Mass Market,High Seller,Low,United States,Medium Stock,Fast,Top 25%
HERMÈS,Un Jardin Sur Le Toit by Hermes 3.3 oz EDT Spray for Women Eau de Toilette New,Women,EDT,49.99,25.0,2.0,1249.75,32.497,Mid-Range,Premium,Medium Seller,Medium,Hong Kong,Low Stock,Fast,Others
Armaf,Club De Nuit Intense (Limited Edition) Armaf men Pure Parfum 3.6 oz New in Box,Men,Parfum,62.99,61.0,3.0,3842.3900000000003,61.596999999999994,Mid-Range,Premium,Medium Seller,High,United States,Low Stock,Fast,Others
Tom Ford,TOM FORD SOLEIL BLANC SHIMMERING BODY OIL GOLD - 1.5 OZ - NEW,Women,Unknown,34.99,30.0,9.0,1049.7,31.497,Mid-Range,Premium,Medium Seller,Low,United States,Medium Stock,Moderate,Others
Carolina Herrera,Bad Boy Le Parfum by Carolina Herrera 3.4 oz. EDP Spray for Men New NO BOX,Men,EDP,59.99,496.0,10.0,29755.04,365.197,Mid-Range,Premium,High Seller,High,United States,Medium Stock,Fast,Top 25%
Sean John,Sean John Unforgivable for Men EDT Cologne 4.2 oz,Men,EDT,29.99,471.0,10.0,14125.289999999999,338.697,Budget,Mass Market,High Seller,Low,United States,Medium Stock,Fast,Top 25%
Ted Lapidus,Ted Lapidus Men's Poker Face EDT 3.4 oz Fragrances 3355992008341,Men,EDT,28.65,9.0,3.0,257.84999999999997,14.895,Budget,Mass Market,Low Seller,Low,United States,Low Stock,Moderate,Others
Ralph Lauren,Ralph Lauren Polo Green 4oz EDT Men's Cologne New in Box,Men,EDT,36.99,39.0,6.0,1442.6100000000001,38.397,Mid-Range,Premium,Medium Seller,High,United States,Medium Stock,Fast,Others
Calvin Klein,Obsession Night by Calvin Klein EDP Perfume for Women 3.3 / 3.4 oz New In Box,Women,EDP,25.56,460.0,0.0,11757.599999999999,329.668,Budget,Mass Market,High Seller,High,United States,Low Stock,Fast,Top 25%
Yves Saint Laurent,Y by Yves Saint Laurent Eau De Parfum Spray 3.3 /3.4 oz Men Sealed!!!,Men,Parfum,58.99,22.0,8.0,1297.78,33.096999999999994,Mid-Range,Premium,Medium Seller,High,United States,Medium Stock,Moderate,Others
Versace,Versace Dylan Purple By Versace 3.4oz./100ml Edp Spray Women New Same As Picture,Women,EDP,54.9,10.0,10.0,549.0,23.47,Mid-Range,Premium,Low Seller,High,United States,Medium Stock,Slow,Others
Cologne,BLEU PARFUM de Blue for Men 3.4oz / 100ml EAU DE Cologne Spray IN BOX,Men,Parfum,85.0,42.0,4.0,3570.0,54.9,Luxury,Luxury,Medium Seller,Medium,United States,Low Stock,Fast,Others
Ariana Grande,Sweet Like Candy by Ariana Grande perfume 3.3 / 3.4 oz edp New Tester,Women,EDP,29.53,856.0,50.0,25277.68,608.059,Budget,Mass Market,High Seller,Medium,United States,High Stock,Fast,Top 25%
Valentino,Uomo Born In Roma Yellow Dream by Valentino 3.4 oz EDT Cologne Men New in Box,Men,EDT,78.99,27.0,10.0,2132.73,42.596999999999994,Mid-Range,Premium,Medium Seller,Medium,Taiwan,Medium Stock,Moderate,Others
Yves Saint Laurent,LIBRE By Yves Saint Laurent YSL Eau de Parfum EDP Perfume 3 Oz/90ML for Women,Women,EDP,49.99,6.0,5.0,299.94,19.197,Mid-Range,Premium,Low Seller,High,United States,Medium Stock,Slow,Others
AS SHOW,Sauvage Eau De Parfum  3.4 oz / 100 ml EDP Spray For Men New In Seald Box,Men,EDP,69.99,157.0,10.0,10988.429999999998,130.897,Mid-Range,Premium,High Seller,Medium,Hong Kong,Medium Stock,Fast,Top 25%
Unbranded,9 AM Dive EDP Perfume By Afnan 100 ML🥇Super Famous Top Selling Fragrance 9PM,Men,EDP,16.99,22.0,10.0,373.78,20.497,Budget,Mass Market,Medium Seller,High,China,Medium Stock,Slow,Others
Versace,Versace Man Eau Fraiche by Gianni Versace EDT 0.17oz New in Box,Men,EDT,8.32,417.0,322.0,3469.44,294.39599999999996,Budget,Mass Market,High Seller,High,United States,High Stock,Slow,Others
